,business_id,stars_biz
494,71bwX-tbmq4su8H7Q9oLOQ,3.5
495,73oP6zoYZKNlO8642EMD_Q,4.0
496,742D-FQL6glg1ek71G4R2w,2.0
497,74C1z6cqEdvJVgETTcEodw,4.0
498,74pWjFssgqyhaVg-YCUo3A,4.0
499,750iLCqKvDnIWzRSRSUlrg,4.0
500,77AfVfvvjfQXslusY8QElg,3.5
501,77h11eWv6HKJAgojLx8G4w,4.0
502,78XbdLi5e42XDxgnxuYacg,4.5
503,78hGCrQ6wLA2yh8zMywnmw,3.5
504,7BZ2NdkysVLgWScSEvhILQ,4.0
505,7EZ4Eu7YJ1ltRCC5jXFJrQ,2.5
506,7GGJlp1aWfcXGQz6q7SkXQ,3.0
507,7GfA5WMSRd-JCaPxnwgIQw,3.0
508,7KkgMcbVaetryW1wwpzvvA,3.5
509,7NucoWCjPzZyRPjsVR28xQ,3.0
510,7NvIgf7XW55OKa5ZU7gw8Q,4.0
511,7P3Z4HTUM8M8Y9Yw3cc7Pg,4.0
512,7PTQ-a8Fu4kxXccFvWWT-Q,1.5
513,7Ppgpgva-HP3o3h-xp2sWw,2.0
514,7RR1rbyEKKo2G-RACqAfoA,5.0
515,7RidnmyYyH0cfcX2x7buag,4.0
516,7SBtCKKeHbdB6-dIIkcZXw,3.0
517,7SLZwNRhc2bpUXQXLypTTg,1.0
518,7UFDAX4wLi6ux5otguYldA,4.0
519,7UtqNjjd9D6oU7UcT2nxig,3.5
520,7VWtmHsd4HSNDkF5f5xnng,3.0
521,7WHAdFHiHLmNJN72M_AKYQ,2.5
522,7Wr0piSMGiq5qy5opiLNrA,3.5
523,7Xw_vv-ekUL2sTqipnKT0g,2.5
524,7_F6dA9xh2lydTtr1LCtIQ,3.0
525,7bGtlrhf45oNh30VkL1_og,3.5
526,7dHYudt6OOIjiaxkSvv3lQ,4.0
527,7e3PZzUpG5FYOTGt3O3ePA,4.0
528,7fxebHYUwIF6CakxSr70iQ,3.5
529,7gdpCYPKkQqfiWDoTQnHgQ,4.5
530,7gjYJ6leqm2IMJXNpKvIlw,3.0
531,7hXWFtmoJHz63SD8k56a_Q,3.0
532,7ibuDLfx8gEhESAufYIySw,4.0
533,7jgyxiA4e-rikpoOHrPW6g,3.5
534,7kXrUSjG67NitjRfRFn9cw,2.0
535,7nPrP_cikNWYz297F4EYRw,3.0
536,7nRlDLrob6oK5zmGo4Vpbg,3.5
537,7njZaRjDXi8anBaGlGQu4g,3.0
538,7phGRr7Z36IrET7zDKD3Pg,4.0
539,7qFtiPg0gdbk911_mj6LoA,4.0
540,7re6iyJY2v4Zb3x3hJnkaA,3.0
541,7sPNbCx7vGAaH7SbNPZ6oA,4.0
542,7sb2FYLS2sejZKxRYF9mtg,4.5
543,7tqDSf2wJ1BrLDSfhhJitA,4.0
544,7usumJrTK_qs2GbSd8zIvg,4.0
545,7vHvQCjPq5pWj7Rio1A--w,4.0
546,7vWb1Afpm2arr8NCaE_EyQ,4.5
547,7vXmhdqO6aAoZGEVyusk0w,4.5
548,7wHLFohwCw8l6WS-feLjeg,4.5
549,7wMCJ9NqL9eBEX4WdJWuIA,3.5
550,7xEgy2btCKLdTe1vD14ABw,3.0
551,7xXaO9deBDh_dd0JQjA-Qg,3.0
552,7yYexN1Q5ShE_z1MH2TDTw,3.5
553,7yntwIUh2ZEkWGe9Zth7tw,3.5
554,7zqmeEgCPfvbxyaKHli6Dw,3.5
555,80Lkm305ZOkQdMEIvOy_lw,3.5
556,816UOVoEQM6yLiWBD7PDNQ,3.0
557,82-wE5pkxyBKhfxyyZap_A,2.5
558,82YGtjc5KKikNiqBZ33qzw,4.0
559,82kehL5xSvGbLYTmF_f2Vg,3.5
560,83C5ysOCnmNGB_fDsVdr9Q,2.5
561,85gYSNxRpFIbQ3JVcudsVw,2.0
562,862VnRc1IJXoh_CmeIitCw,2.0
563,86stmK3Vm2f5W6PdyvuLrQ,3.0
564,86wtLylJ9fbVuXRy5WU3Zw,4.5
565,86xm0Q8iX5ZjODWMkvwnxA,3.5
566,88vF_9_X9dJwZ7w-hwtMow,3.0
567,89Nhx37ddA8isjGnOQaGVw,3.0
568,8F-UdXe_YylX3k0L1SEiRg,2.5
569,8FUzCm4Q13MJMX7N6ftmQw,4.0
570,8I2Xb-mksGen0ra2CnUJpw,4.0
571,8J4oT58-Nc-q1bpF9CRTpw,3.0
572,8J7sevf8tiG4HWrnODMitg,2.5
573,8JxhnIJyOOR4qpqhRr0eiw,2.5
574,8K3CRM4COa0SSBEvli0fJQ,3.5
575,8KEB1lcjKlIVSd6uA8JB9w,2.5
576,8KlImDp5zaxdbtjV6_El7Q,1.0
577,8KsMtzkmKgNsiVWyeeYQYw,3.5
578,8L_eeOwZryvlUEO42Zq8nQ,3.0
579,8OaXvfag7E7oznV4rVb7vg,4.5
580,8Qs6f026h6sU6MAzL7JJjg,3.5
581,8REOSFVMO-E1VrmLvY49Tg,4.0
582,8RFT1woy0WnTp62ndVJgow,3.5
583,8RGoNUEC4QGbpF4af7CDdQ,3.0
584,8SWZLawwzqwzbXpGQS7gBw,3.5
585,8SwMaPL6AJIs1ZPSZ3NJ4w,4.0
586,8USUyIeN39rurnqCn5cA0w,4.5
587,8YjfILsV0xu84t0aTiceig,3.5
588,8Yz1eFsaUy-ny3B6YZDOrg,3.5
589,8b5ll2kjXfjgFIqWsjkr8Q,3.0
590,8bYXg27QEoAx7us15eIL5g,2.5
591,8cn8zqkyz-UpGKXcKeIRYA,2.0
592,8dSIAoz_UphMGpZr_uMing,3.5
593,8f5JVaK2mZCu9lct23dhtQ,3.0
594,8fFTJBh0RB2EKG53ibiBKw,5.0
595,8hDKFHyRrILlXp5DfTlSGw,3.5
596,8hZjiPzJIojA1k7_W4hELA,5.0
597,8lZtLSeJVg28Gb75iklmmQ,3.5
598,8menaxER6kxM_Lyi5tBmSA,1.5
599,8nDEOGVVvReXFJ2zjPh4Pw,2.5
600,8olG8J91NG_QU92WHG5QfA,4.0
601,8pmGz3Lg4f_r7HdDZPa4dQ,4.5
602,8qAtou9A4ksXGkjyLibWDg,3.5
603,8qC6M0kvOu9L_2QVh5pfhg,3.5
604,8t4RND0dQhO0MBvyuMVkKA,4.0
605,8tSoBxQ8KzMWvCw7a8KBCg,3.0
606,8uU3DrUjqqNsIcrrUL9lfg,4.0
607,8vkFJ_kA8XxDyjHfmsdEOg,3.5
608,8w2Mzdz-JKy3qOpndK1Wqw,2.0
609,8wFiWvlfOVt1zvAvsoLw2g,3.5
610,8wt-saX_qXaqVCXQHc5qXw,4.0
611,8yiLVWzJyyTEhYE0fVNvlA,4.0
612,8zh9Uts1H32Cqfbar44TLw,4.0
613,9-cVW8wSRoE6Nmnc7v0uUA,3.5
614,909BaH47M7FfjbFniClm6Q,2.5
615,91JwvxaCYhLWnAOWp_AmeQ,2.5
616,92lt0pzWl8RRZiPCikDUpA,3.0
617,939j88ceB05Te3D7kQPwSA,3.5
618,94BEy7wGKmrOC7sjSHMisw,3.0
619,94GL9JkTuhSqSZ94RS5Dkw,4.5
620,94GNGMxmruuqRLRhLqllWw,3.5
621,94mQ3aJ2xjP6W-CV1j8cXg,3.0
622,95ASq_FH5hLT1bA3fdISqw,2.0
623,95CCHowiE0W_ovv5-9lQAQ,4.5
624,97TVQZZo_2nMDTeWvqfXXg,2.5
625,98hNRWW4AC5IzEg4BP3f5Q,3.5
626,9993WmhbJFsFfMvnHZUOYg,3.5
627,99kGGQoig4YaRi-52VtqMA,2.0
628,9A-SbsQJ9efK57oW3GsAlQ,3.5
629,9AnvV8V-UvA_rFhMCr_Dlw,4.5
630,9Aq0MmPAYcz-Xm2vbUq98A,2.5
631,9B9rmmyvI7uWx9C_BFU59A,5.0
632,9Bu4mbMrtSq6lrAtSjJq2w,4.5
633,9CNObWIk7w8poCo5IAtgmw,4.0
634,9Fn0aU6gg6oGi9HsE5tlbw,2.5
635,9GPTELAPPpT5vUxad9AoCw,4.0
636,9IpKGHaPy3hhXo9g5Bt7lg,4.0
637,9J-Vg2-uqjreSRtITaDlMg,4.0
638,9K1A2EqSq5dw51K7kEljpw,2.0
639,9MK66QkfnTp6BxZudH9wxg,4.0
640,9NwXHbKyJOhX9nxjRi0AcQ,2.0
641,9P23-V64kYz3trn9ecaJJA,5.0
642,9PIC380tmNYpIC3z5cvcNA,4.0
643,9R2UXiCt1DgV8Yhm3WX2KA,1.5
644,9RQznFcE6Mhslaw0WlJ3jA,4.5
645,9SHoWGXsGOCa5hOjBOzPtg,2.0
646,9U4Tqt5SkZKQ6eeH6IPSxQ,4.5
647,9UVkAmyodpaSBm49DBKFNw,4.5
648,9UZbY3FxhpNZ8sVWcYON6A,3.0
649,9V9RlgqqnPFQJfF_e9Lnmw,3.5
650,9WVNvQ1UhzXVMihF2Rhuiw,3.5
651,9WeJvvyT-j3btKwvTXyzjw,2.0
652,9XelmxS5q9tv7uClvjGqMg,3.5
653,9YiQ3o0EGmtojzjXdEfgeQ,4.5
654,9_OPjioLbD9Q_zAeHfv6kw,3.5
655,9a9xBjlW2RxKxD9RMgmcuQ,2.5
656,9ae7asMUB-Fty3tw6m18qQ,3.0
657,9c3LlXubVkbMwIrS8dIp0Q,3.5
658,9cw870n3gsGikVoOT5YOYg,4.5
659,9d36_PI9Fh7kZ-Pybr2QiA,4.0
660,9dz6ZYUDCqtD67LSPTLApQ,2.5
661,9eUBRR7WWOqXErZ7omYLNA,3.0
662,9edPSkfXKsJmkZYIaOmA7Q,3.5
663,9ehTNgvu0vZgHjWkQqF6KQ,3.5
664,9f68hfHK6gNyHWmt9guiJw,4.0
665,9h1yt59R6N_dpWSCA1FDDA,3.0
666,9hEPwq1GmU1dp3ZyBB9ASQ,3.0
667,9hNuOUywLPHdSbAXtQ9DhQ,3.0
668,9iCgfQ7ffWtroHbde7q-pQ,2.5
669,9iNZ2o5jt-zpdMoAOgd7_g,3.5
670,9kPbAt95kECBGGi_e5yV0Q,5.0
671,9km51KaQujxsSgdaG9gYSw,4.5
672,9li2xKBUybR_7JGiCwo6Gg,3.0
673,9lqPRnnxUA47dacFK9lhtQ,3.5
674,9mDQdmxaCGWdn1lKeeowmg,2.0
675,9mQGAVvNsUULaEPQpG9LuA,5.0
676,9pAjLSoHs95m5D3nP3nY5Q,3.0
677,9pTewioF128zRmHKAYGYDQ,2.5
678,9qcTpWYxrZrN13p1zAP6dA,3.5
679,9sbXPpRC_wDhCsp7qG2PDw,3.5
680,9t8PEynZGVCG1EjOQr1xBA,4.5
681,9tLCuUmw3Tlco-tKPGkIWQ,4.0
682,9tjX_OuFofQxLTh9pky8KQ,3.5
683,9ttdN9MIS1j9c8Hp5TmZnw,3.0
684,9uRrzqQaq9XwW9lLj7oBxw,2.5
685,9virZ-ORrLHsv0p8EORxeg,2.5
686,9wNrqTeoEepFSbFu4QLuUQ,3.5
687,9wUIxdYz-CCpGRLu9BxJdg,2.0
688,9xAQPtjOf92wLjMHPWYEpA,4.0
689,9zvglUorc3YOpN3SyJQKZw,3.5
690,A-uZAD4zP3rRxb44WUGV5w,4.5
691,A0X1baHPgw9IiBRivu0G9g,4.0
692,A1ZRCrjOMOwQGj2hCYWDEQ,1.5
693,A2pZTpFXWC38z506XIhnBQ,3.5
694,A4yJu-Nq1n6nuLP6QKZkrw,2.5
695,A4zLP5AyKEEHQr_dWEZKig,4.5
696,A5Rkh7UymKm0_Rxm9K2PJw,4.0
697,A6kXV4LPZsPjqWyGU-h_zw,1.5
698,A6lKCuTrDSJ_eFKyumZCJQ,4.0
699,A6rPIkIzxIeriuI4FFwxnw,3.0
700,A7jbtXYFAZhErOW7xIQinA,3.0
701,A81a8oV8DAxnGLY2_r8dUQ,3.5
702,A8IouaHOlMHoVIRuAKbKzA,4.0
703,A9cpN5TtYvJcB25pjLxkpQ,4.0
704,AA3gAf3qlH6GY9Uw06wUFg,2.5
705,ABJjxuO6oh5D9R48-eAUdQ,2.5
706,ABlNn6tyCTfjiKteYnp53g,4.0
707,AES2bv2pf2jIL5c2qVQ33w,2.0
708,AHnvBkGTNlpAVTmg-k0Bsg,3.0
709,AI7zxDNVgO3pDyAP_rcA7A,3.0
710,AKBSPjk_H_w8RCqCE_vUuA,3.5
711,AKHdt0hRzX1sYZwmGzwG_A,2.5
712,AL5YzikrmxwcBzBNLGO7Jw,3.5
713,ALp--wAIVL4qQfCANn3ffw,4.0
714,AN6HjBZeEcLgekQawgmS3w,2.0
715,ANfmkeFbBgNRc4AN1bpFaw,4.0
716,AOzTlFAnIvuv2Hj_gnepsw,2.0
717,APAsM2DPl9FH0sC6jFEaXQ,3.0
718,APIbThZ8PYfWsdK4Z0D5Rg,3.5
719,APRp233sygej2YesZtrgbQ,4.5
720,ARohEoxqg8TzA5gQfdGAZw,4.0
721,ATGZLAWudXt5hQXQ1AVGDQ,3.5
722,AT_xDv2Lm5K7VtER1fp-SA,4.0
723,AUOlDSQ8R2wIkN4lQ4kVDg,4.0
724,AUl6myFhTAbEqt0GMdKHiw,3.0
725,AVA3AwMEHfLY9anV3WgDXA,3.0
726,AVXw5x9Sg-jD5EVcvpxrQA,2.0
727,AVtNuwwdgWWm2CZqRe5pKQ,3.0
728,AXyptrkdFAkZ608lOFIJYA,4.0
729,AYe8rS3qBPuLHSwNOZSbcA,3.0
730,AZlnpvILz5cEWJifjr2CSQ,4.0
731,A_CXVdyJCE6nyxwbd6fNwg,4.0
732,AbadN65irz8uSL8z6fkoBg,3.0
733,AcF2XeufMmKG_-y-Bu-_1A,3.5
734,AdNbLQQWgR28-GWU0G-qJw,2.0
735,Ad_-9GuDFTEjAsSQ3PXLOw,3.5
736,Adfso3cOhkAfv8YXC__aqg,3.5
737,AgMBY5tKMaFnFA2S6Vf22A,3.5
738,AhAuNIkWtht0Fq4gEJzodA,3.5
739,AiXzyI2Xehh-1yvbB-WcYw,3.0
740,AjWFFZN8KwyqJzzi0DyEsw,3.5
741,AkG4ozbKUgjDk8-Mmywsxw,3.0
742,AkdyGTQX8gO3J24nPlww_w,3.5
743,Akl6WDSUwYQ3zanxczLNSg,3.0
744,AmJ0GFlYCAap-vGYxv-OJQ,4.0
745,AnXovUgUHJap3QaDRnjL1w,4.0
746,AoGCnRtwifZ2gTGHtg8KTw,3.0
747,Apkr-qykgpUI5ltIw7B-7Q,4.0
748,AqfEIxefqdArIWf9YUVAtQ,4.0
749,Arx42aGpdfI6XRH9lnKdaQ,4.5
750,Asy49gKgikq_NkYsC_7c0Q,2.0
751,AtD6B83S4Mbmq0t7iDnUVA,4.5
752,AurgTYGyCItvvgFp9NQBag,2.5
753,AwBCgvegeFogpb3lpmpCuw,3.5
754,Ay34xZOFax3X23zaA3nwdg,4.5
755,AyEtowSGi9vx0-xFfrgjWw,4.0
756,AyKOSCyaPb7x8a9gqZ0z2A,3.0
757,AztVIokc5VtP4m8r6kSnWw,2.5
758,B0Vm2tge4I2JJlZhD4sl0Q,4.0
759,B19KKE75ZxqoR3EDuvA1qw,2.5
760,B1X-D4mRW3VjNUUolPDItA,3.5
761,B3omTXI--0eiBC7nCv_WXg,4.0
762,B4zX3o9Qehq-cibq05FTcA,3.0
763,B7qQmqD9H2UoOpShmHTfZw,3.5
764,B9hP01A7AT4tQXv_nRozQw,3.0
765,BB-Ab0rwYk6aclOn9SMVmg,4.0
766,BBJ6Y9Kb2-luoBFBfc8o9w,3.5
767,BCAw9a_kyx2RddRH9tMmKQ,3.5
768,BEplfZTUzYwApjMUaOA12w,3.5
769,BEtgRzNeXGAf0uQ-HuSyfA,4.5
770,BHB2tRGZM9RqPxWTLgtPjw,2.5
771,BIbjBxoiJLS8CnNsSP64TQ,1.5
772,BIwjYT9nqbkF7kbzne-tmQ,2.0
773,BKg8YIGX_5YyUczmBAyyCQ,4.5
774,BM7Q7WHJWqNfyEzq0k4mdw,2.5
775,BMAflH82OUIMl2mHtP0MNQ,3.5
776,BMijjHQlejlE48s4tOjS5A,2.5
777,BOMgSyi4-TYAnjVn3m0z3A,3.0
778,BOQOuwSNhfKx1xvKtONsBg,4.0
779,BORPULADzZV6_LJZzcsywQ,3.0
780,BQJokxJ4y4s57i7Mn65pvA,3.5
781,BQKPbuILIAG53XtIZ51s5Q,3.0
782,BSDKbSLFO3CP-uhfcuUCkA,2.5
783,BSGy3c4voXZ5ntOi2fJwjg,4.0
784,BXkk_gg5y4ltheHqKCWMdg,4.5
785,BYp4NUxpwXCsTAoEmksLxA,3.0
786,BZSzoBFhkXBUQTx4Cgl5Aw,4.0
787,B_WggEKFq-ZFNui8CHPYvA,4.5
788,BbOx9i_kDJBnE9K2hyqBTg,3.5
789,BcW7Z9lPmOB_8eS2lEuOqQ,4.0
790,BdzJQypceJ5Bam2P7egoiw,4.0
791,BfBl4TKaTrfrZY-yGSB1jQ,3.5
792,BfrKMKCcsSMm8cmNkIIhRQ,3.0
793,Bhj4G0ArZqRvz9DprbNX3A,4.5
794,BhueLLvA0k9G1Lr0WeZX9w,3.5
795,BjH8Xepc10i6OhCDQdX6og,3.5
796,BjPph9SbmEfox2vip326PQ,4.0
797,BjRi5W4tESsLRwVb85GIMQ,4.5
798,BjS35X3-_-9TP-RyfzoC_Q,4.0
799,BjrKNWhtQkedHw8hP_0Bjg,5.0
800,Bk7MkkqXlEpeQvpjTCx0Yg,4.5
801,Bm8nRUsZ-dK6g2eJLxMTOw,4.0
802,BndplCo6DSSIUSP5wOEF0w,3.5
803,BnpuVvPy3sfLlkqKCx6Xnw,2.5
804,BoofbNU85LCG3pm9vpzk1A,4.5
805,BrvDRqQkoFG3B7szaZsRtg,4.5
806,BslEhCyzaQPfpHtDogb4hQ,3.5
807,BuFYIRXZNc0Ti-JSQ-QdvA,2.5
808,BuHbMNbCQzzYi-3Y5w1c4Q,4.5
809,BwuyBsShSQwO3_-SvW6fRA,4.0
810,BxRTF1hmGAzMzkTDsEp2gw,4.0
811,By7P2EBBvhqoSDj8PnQa8g,3.5
812,ByTWVwFUq5gJ17FhZfZeyQ,2.5
813,ByXko9JQ6Jne7v8t4IaQjg,1.5
814,ByYn1vNlI6MY_ZNoaH8eCw,2.5
815,C0yWT4lCXqZeKSdTUz89zg,4.0
816,C1jQ5CbszJkS_cyWgaRVGQ,3.5
817,C2T7ecxqsVu99PhSqT3c3g,4.5
818,C2skZUb7BLpv3e78Mcf5cA,2.0
819,C2tt_-1YE4X2T7azXEF7IQ,4.5
820,C45YKxSDpBekWLPDl_-xBA,5.0
821,C4ahTJ4KqDu0OfE2Ao-3Ww,2.0
822,C5azlhXSTOlqVAM3nl95nw,4.5
823,C74ViML3zx1akYVafLaiXQ,2.5
824,C9ImzBi5fn742ZcAYDww2A,4.0
825,CAxHrXoPrbf0e0AYFPhv6g,4.0
826,CBb7z-MTbkzBvsUHBDqxEg,2.0
827,CCRgGKhzxSpl38w7yhqKUw,3.0
828,CCVh8YKdN3c-WgqEbzya3A,3.0
829,CDfwYmSPggcqlHay1Xa-TQ,3.0
830,CFGmRESf9QajghUrc__akg,3.5
831,CHW_DPKnTqudyRaDa4vwkg,2.0
832,CIu7ybFJhERiWzugrkPb8g,3.5
833,CK62JZi0UY5JeHHQyf0ffQ,3.0
834,CLthP1yn32xlBswIbsLIjQ,3.5
835,CON1tC_YaTuF3fazCjEivA,1.5
836,COQMWoDNhnNWHafZjGh0Dw,3.0
837,COgwFthJpS4We16W5Gf4lw,4.0
838,CR2DMfg3uP02PKT_fuygIw,4.0
839,CSaVK9wgqe2_tQuuCDINyQ,5.0
840,CTsLzuZ_AR841SiSacdEvg,4.0
841,CVECSCW-7zDzjpIPxsew4g,4.5
842,CVKOPzBVOj3_apFUmZ9ZWw,4.0
843,CVnfj-UBgOSEvcdt4eWUeA,4.0
844,CVt6kBVBABSq-NA_FZfrVw,4.0
845,CXrV-YvDIXUz9fGpTz5SEg,3.0
846,CZF9Nm8CFY2R9ZhfwYIARQ,3.5
847,CZhc8YXdFLhAI4ViC2ERTg,4.0
848,CauQnqZ5eowyrr7oWF_p3Q,4.5
849,Cduw9GWnZ_ZvsACVVrlkEA,3.0
850,Cfry9-vvuseDsbF3Q2H8ew,4.0
851,Ch3HkwQYv1YKw_FO06vBWA,3.5
852,ChQmxnYLSVIQkL8Ct8z55A,3.0
853,CiAZtA0C8AYcPdaaKt816A,4.0
854,CiYLq33nAyghFkUR15pP-Q,4.5
855,Cl-xl1vTUwHeaGgBxzdTRA,4.0
856,Cm-BH_7VPLP63FdI9ML6vA,2.0
857,CmzJMXgsD7deXT7QSaLi1Q,3.5
858,Cn-3QY2-FHPL73VbZTfGag,2.5
859,Cni2l-VKG_pdospJ6xliXQ,4.0
860,CoyeXg8FBsS_d20QzNIy-A,4.5
861,Cpb142L849ilMzgiSR4a0w,4.0
862,Cr-ywH3ZjBqCyolXf8BpVA,4.0
863,Cr066pnTj0ioEMZRTHgMOw,3.5
864,CsVCUymHT99HjyLuHNtUjA,1.0
865,CtZ3HujCLTChyoad_L-nHA,3.5
866,CvpXZRF-I7wfm19dW1jOXA,3.0
867,CxE5OE_t29h_wqqK1BsoFA,2.0
868,CxxK9bqJLKb3zlB7RzkKGQ,3.5
869,Cy8XYYDrZ5wd3Bq-toXMsg,4.5
870,CztQkxRXch0__MsSmB0tTw,3.5
871,D05AYYIhdkTN1hk2PwYxJw,4.0
872,D1TaFES4phv65RmsM8VCiA,3.0
873,D1czdOwjbkIWbXHqphwvXA,4.0
874,D2EDuQwOHp1OdGUNsFzKMw,3.0
875,D35unF350QG06LXDe0Cv-Q,3.5
876,D6K3VT6S8FwFm4u5uN8T8g,4.5
877,D6iaNp68eH0LFx5H1vWBCQ,3.0
878,D74O-i-iEWo-e5BpwFMcUA,3.0
879,D7GGjbDErdqlS48Nyilfow,4.0
880,D8a2usm9b-j89W9IrJ_Evw,4.0
881,D8sk6LZlp2P9FFh_mk9q7g,3.0
882,D8yYMxz0p6oQnOQnLRUIyA,3.0
883,D92rYqjoz8e1YKoif_bwuw,2.5
884,D9z7LXFn88Fp4nt4ovO1KA,3.5
885,DA-ddRqcReCe_DcXKicvsQ,4.5
886,DB9BRdu7is0AK1DvcuKlcw,4.0
887,DDfGmZ07nTAR579uCd7gzQ,1.5
888,DDs5YMhAjnP6oA5-eGw_TQ,2.0
889,DESv2ys6SjBKA4SyDtJvxw,4.0
890,DFb1yJLwBx5M48mP4jhAOQ,2.0
891,DGDBFpZk-NIvah4M7MtDDg,3.5
892,DGX2ldVGub9F1EAU9R7C5A,2.5
893,DHUAQ4pzH9KKzGZDm1jZLg,3.0
894,DIdTpY8AeS1LbTxZrJAwCg,5.0
895,DIxgItsSI9QwX9H8lVptYg,4.0
896,DJXZrIi4k1Iyd1mQRwxIMg,3.5
897,DKXUkIrFnMUMF535gf-dPA,4.5
898,DLJCwHGtbAV31UQ1lnIjlw,3.5
899,DLw9rK8Qb6l7ESgxtR47qQ,3.5
900,DNSDAtD6uxQkoZkQe2v4ew,4.5
901,DNiL3RiD-mr29lx3Js3eBA,2.5
902,DO5mQxiBOgHEznosjxvJXw,4.5
903,DPmZTwZuknnVPAeIGJq5SA,3.5
904,DRiTXZ2laRiAgrB-Gkgv1g,3.5
905,DTz6gFeWmdvSEIFGjXpIgQ,4.0
906,DVJkxZkLKS76Khb2y6XA6A,3.5
907,DVfCbJhJUDWRlUfrKzaKOA,2.0
908,DW0ZvWuYaSvMcB_3LG5RGg,3.0
909,DX690eOaqO7CK2Qr6__rMQ,4.5
910,DXYhrg9EXuW8n5QMnCoHAg,2.0
911,DYAorbxOyubUB_wtQRCdug,4.0
912,DYNeABXl0-ZviedEXX-gUw,5.0
913,DYuOxkW4DtlJsTHdxdXSlg,4.0
914,DZwXQUa5KGUcJ0y4TO1pFQ,3.0
915,D_mVIUu5XyrHz-7U_z_pDg,4.0
916,Da6_mToH_MY1bWnC3xF0tw,4.0
917,DbEszO3wk1xVmN3pCPob2g,4.5
918,DbGzA4H8xTYpRYLuSoNO3A,2.5
919,DcF162waTQvZd-G0G_J4wQ,2.0
920,Dcu698L9WArPRc9mAYrAzA,4.5
921,Dd9l9bDHbACessxl-Ks4UA,4.0
922,DiA78qPtp6rfRNdomzjBbw,3.5
923,DiCWSyoaBkIpOVUdIO7Jlg,3.0
924,DiCfRiL3WX-vwkK85qrIjw,3.5
925,DiUgFZkt88xcDWG0OjjCaQ,2.5
926,DitL2M_iiHq0DcuA1vNMAQ,3.5
927,DkYS3arLOhA8si5uUEmHOw,4.5
928,DkZnIPTPce-R2uoF-euYyQ,2.5
929,DkZuVzYuylBanEsWK7mNGw,4.5
930,DkttCY9pgiJfpPt7MrB2KA,2.5
931,DnEoeieFmtmD3oWwJUaGsA,4.0
932,Dn_x7Fiy4OEmCKHpeAV1Rg,3.5
933,DnalbBqgX7afqSYgO5R8iQ,3.0
934,Do4n_yK_K6DmR9_Es5qwlA,3.5
935,Doqz6-NiXEPhr28koWESKw,2.5
936,DqcD3YflYhArFsC4KVUnOw,4.5
937,DsAZ2gzuGK9_wKzMiGqIjw,3.0
938,Dxaz8OxaadecnWol18kAtw,3.5
939,DyVteo8Blf5gEfC9QbJE9A,3.0
940,DyYS-JKXlW2PCr_Gt5JOvQ,3.5
941,DzKl51tivGJMLiNsQqf38w,4.0
942,DzshamutZ350laV6Ji9xFQ,3.5
943,E-0yfHPIoQk6FwXt6W6UYA,3.0
944,E-pB9yzKnA3kz1cB1zpr6g,3.0
945,E-pUHcZaIzFQbnWnGHcC7w,3.0
946,E0OKctOhZpUQgwUUBc_RwA,4.0
947,E62l6LwZJ7lKaExcUbrtYw,3.5
948,E67gGK8yOn9kkNzx8FzQKA,3.0
949,E6DmUAHfSRCEakvknot-zA,3.5
950,E6VoYfE4YDQueOHYpdyQaQ,3.0
951,E7VRsyNQWPteH6_qI4j7bw,3.5
952,E9Bq0UKtg3tB1yr2QXZ0Dg,3.0
953,E9HkUYYO_-5vKjvBwLuDIw,4.5
954,E9lp-WOCflgY9wrGf0aMGg,4.5
955,EAwh1OmG6t6p3nRaZOW_AA,4.0
956,EAyy8Z0V5zfO_LXxSqkD-A,1.0
957,EBnR5M6upBcHfMK4063_Sw,3.0
958,ECOkEVUodMLUxvI0PMI4gQ,3.0
959,EFxnpVs3vLUvpt1vX_iPdg,4.0
960,EHDcxAlrrP4VPiZuQlrIrg,2.5
961,EHIUp6lUabQCtQ4SVZitQw,4.0
962,EIH5pDc75v4haOcww-SEJg,4.0
963,EIeU3coTP9V2qcmHhr60Yw,3.5
964,EMrghF81px-wnNqEYqA0Kw,3.5
965,EN2foh9hQMXvNMtB3pMwmA,4.0
966,ENSXtagSYILMBTVEj6p81Q,2.0
967,EOS1D1APHwlU19YL3A1PGQ,3.5
968,EPKg3b0BK20-VKmzrP2W-A,3.5
969,EQD9Ii9UOFnd8lorP5IsEw,2.5
970,EQDJVVIgenbyNZpRcqUWcw,4.0
971,EQysX2BaXjvcQF2DSkjJkg,4.0
972,ERZua_xpyvHBnChITstpFg,4.0
973,ESd5nHXftmJ6s6Phxf8zYw,3.0
974,ET8WuErpImo0zxS673gLxw,4.0
975,ETaD0DarRF80nQWjnWZS2A,2.5
976,EU8Hp2rTEptiwCH4eLYZBw,2.0
977,EUWBT5GDxPC95w9itZ1EHw,3.5
978,EUskCVPgHoIGl3Ao0VUNLA,5.0
979,EVYGEs6vJwUPvapGPrKvfA,2.0
980,EVpjpTaSUdeXG0b69krzAQ,3.0
981,EWbNTPW0co_X4lZRB-QTLQ,4.0
982,EX8EyU43VF7DwS7jKEnjvg,2.0
983,EZ4TljJvGenxrkM4JsqtZg,3.5
984,EZQESVzkOPs7LwCHVC3Szg,4.0
985,E_jLyf_YuGgMP_rw8tvNSA,5.0
986,Ea3BblvC4zzagYI_1cNumA,4.0
987,Eau1XrNg91XSzJRn_sCWTg,2.5
